season_id,student_id,stage,commission_id,max_score,evaluator_count,score_range,avg_score,range_pct_of_stage,student_name,topic_area,topic_title
S2025_WINTER,STU_0009,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_02,20.0,3,2.0,13.666666666666666,10.0,Мөнх.Ананд,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2025_WINTER,STU_0009,PRELIMINARY_DEFENSE,S2025_WINTER_COM_02,25.0,4,2.5,17.375,10.0,Мөнх.Ананд,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2025_WINTER,STU_0014,PRELIMINARY_DEFENSE,S2025_WINTER_COM_06,25.0,4,2.5,18.75,10.0,Жаргал.Марал,Computer Graphics,Graphics-based simulation for learning environments
S2025_WINTER,STU_0014,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_06,20.0,3,2.0,13.666666666666666,10.0,Жаргал.Марал,Computer Graphics,Graphics-based simulation for learning environments
S2025_WINTER,STU_0013,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_04,20.0,3,2.0,13.833333333333334,10.0,Сүх.Билгүүн,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0211,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,2.5,21.0,10.0,Ням.Марал,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0214,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,2.5,17.125,10.0,Ням.Оюун,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0067,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,2.0,11.5,10.0,Ням.Тэмүүлэн,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0067,PRELIMINARY_DEFENSE,S2026_SPRING_COM_09,25.0,3,2.5,16.5,10.0,Ням.Тэмүүлэн,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0064,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,2.0,14.75,10.0,Буян.Саруул,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2026_SPRING,STU_0151,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,2.5,19.5,10.0,Сайн.Мөнх-Оргил,Web Systems,Role-based dashboard for university information systems
S2026_SPRING,STU_0161,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_03,20.0,3,2.0,13.666666666666666,10.0,Жаргал.Ганзориг,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0163,PRELIMINARY_DEFENSE,S2026_SPRING_COM_02,25.0,4,2.5,19.5,10.0,Сайн.Оюун,E-Commerce Systems,Online marketplace prototype for local businesses
S2026_SPRING,STU_0156,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_04,20.0,4,2.0,16.125,10.0,Болд.Бат-Эрдэнэ,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0157,FINAL_DEFENSE,S2026_SPRING_COM_02,35.0,5,3.5,26.5,10.0,Буян.Төгөлдөр,E-Commerce Systems,Online marketplace prototype for local businesses
S2026_SPRING,STU_0166,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,2.0,15.5,10.0,Бат.Мөнх-Оргил,Computer Graphics,Interactive visualization tool for academic data
S2026_SPRING,STU_0162,PRELIMINARY_DEFENSE,S2026_SPRING_COM_04,25.0,3,2.5,19.0,10.0,Ган.Саруул,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0164,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,2.0,15.5,10.0,Очир.Дөлгөөн,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0165,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,3.5,27.25,10.0,Сайн.Тэмүүлэн,Database Systems,Relational data model for defense score analysis
S2026_SPRING,STU_0059,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,2.5,17.625,10.0,Ням.Марал,AI/Data Analysis,Data analytics dashboard for academic evaluation
S2026_SPRING,STU_0168,FINAL_DEFENSE,S2026_SPRING_COM_07,35.0,3,3.5,26.166666666666668,10.0,Болд.Марал,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0167,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_07,20.0,3,2.0,15.833333333333334,10.0,Төмөр.Ариунзаяа,Web Systems,Web-based academic workflow management system
S2026_SPRING,STU_0169,PRELIMINARY_DEFENSE,S2026_SPRING_COM_02,25.0,4,2.5,21.5,10.0,Ган.Мөнх-Оргил,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0108,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_01,20.0,3,2.0,13.833333333333334,10.0,Ням.Идэр,Computer Graphics,Interactive visualization tool for academic data
S2025_WINTER,STU_0007,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_07,20.0,4,2.0,13.875,10.0,Жаргал.Тэнүүн,Database Systems,Database design for thesis management workflows
S2026_SPRING,STU_0192,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,2.5,19.5,10.0,Цогт.Ганзориг,Web Systems,Role-based dashboard for university information systems
S2026_SPRING,STU_0189,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_03,20.0,3,2.0,14.666666666666666,10.0,Алтан.Энхжин,Cybersecurity,Access-control model for academic document systems
S2026_SPRING,STU_0116,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_07,20.0,3,2.0,15.5,10.0,Сайн.Ариунзаяа,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0113,PRELIMINARY_DEFENSE,S2026_SPRING_COM_04,25.0,3,2.5,17.833333333333332,10.0,Цогт.Ананд,Cloud/Microservices,Containerized service architecture for student systems
S2025_WINTER,STU_0032,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_02,20.0,3,2.0,14.5,10.0,Төмөр.Оюун,Cloud/Microservices,Microservice-based thesis evaluation platform
S2025_WINTER,STU_0006,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_05,20.0,4,2.0,15.625,10.0,Цогт.Одгэрэл,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0095,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,2.0,13.166666666666666,10.0,Очир.Марал,Database Systems,Relational data model for defense score analysis
S2026_SPRING,STU_0095,PRELIMINARY_DEFENSE,S2026_SPRING_COM_09,25.0,3,2.5,17.833333333333332,10.0,Очир.Марал,Database Systems,Relational data model for defense score analysis
S2026_SPRING,STU_0094,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_03,20.0,3,2.0,15.666666666666666,10.0,Мөнх.Оюун,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0097,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,2.5,19.875,10.0,Жаргал.Ариунзаяа,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0104,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_07,20.0,3,2.0,14.5,10.0,Сүх.Наран,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0106,PRELIMINARY_DEFENSE,S2026_SPRING_COM_02,25.0,4,2.5,17.75,10.0,Ган.Сод-Эрдэнэ,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0110,PRELIMINARY_DEFENSE,S2026_SPRING_COM_07,25.0,2,2.5,18.25,10.0,Жаргал.Тэмүүлэн,Education Technology,Learning progress dashboard for undergraduate courses
S2025_WINTER,STU_0018,PRELIMINARY_DEFENSE,S2025_WINTER_COM_04,25.0,3,2.5,18.333333333333332,10.0,Дорж.Дөлгөөн,Computer Graphics,Interactive visualization tool for academic data
S2026_SPRING,STU_0149,PRELIMINARY_DEFENSE,S2026_SPRING_COM_04,25.0,3,2.5,20.666666666666668,10.0,Ган.Билгүүн,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0150,FINAL_DEFENSE,S2026_SPRING_COM_02,35.0,5,3.5,27.6,10.0,Эрдэнэ.Тэнүүн,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2026_SPRING,STU_0150,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_02,20.0,4,2.0,13.625,10.0,Эрдэнэ.Тэнүүн,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2026_SPRING,STU_0074,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_07,20.0,3,2.0,12.666666666666666,10.0,Буян.Марал,AI/Data Analysis,Data analytics dashboard for academic evaluation
S2025_WINTER,STU_0027,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_02,20.0,3,2.0,14.5,10.0,Эрдэнэ.Төгөлдөр,Computer Graphics,Graphics-based simulation for learning environments
S2025_WINTER,STU_0028,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_03,20.0,3,2.0,13.166666666666666,10.0,Ган.Тэнүүн,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0177,PRELIMINARY_DEFENSE,S2026_SPRING_COM_01,25.0,3,2.5,21.166666666666668,10.0,Дорж.Номин,Cloud/Microservices,Microservice-based thesis evaluation platform
S2025_WINTER,STU_0032,PRELIMINARY_DEFENSE,S2025_WINTER_COM_02,25.0,4,2.5,18.625,10.0,Төмөр.Оюун,Cloud/Microservices,Microservice-based thesis evaluation platform
S2026_SPRING,STU_0080,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,2.0,12.75,10.0,Эрдэнэ.Марал,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0071,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,2.0,14.666666666666666,10.0,Төмөр.Эрдэнэсувд,Cloud/Microservices,Microservice-based thesis evaluation platform
S2026_SPRING,STU_0071,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,3.5,26.375,10.0,Төмөр.Эрдэнэсувд,Cloud/Microservices,Microservice-based thesis evaluation platform
S2026_SPRING,STU_0150,PRELIMINARY_DEFENSE,S2026_SPRING_COM_02,25.0,4,2.5,18.625,10.0,Эрдэнэ.Тэнүүн,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2026_SPRING,STU_0144,PRELIMINARY_DEFENSE,S2026_SPRING_COM_06,25.0,3,2.5,17.0,10.0,Цогт.Саруул,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0141,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_04,20.0,4,2.0,13.875,10.0,Болд.Болор,Computer Graphics,Interactive visualization tool for academic data
S2026_SPRING,STU_0146,PRELIMINARY_DEFENSE,S2026_SPRING_COM_07,25.0,2,2.5,20.25,10.0,Ган.Ариунзаяа,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0092,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,2.5,19.625,10.0,Төмөр.Тэнүүн,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0191,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,2.0,14.125,10.0,Ням.Бат-Эрдэнэ,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0196,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,3.5,31.875,10.0,Очир.Төгөлдөр,E-Commerce Systems,Online marketplace prototype for local businesses
S2025_WINTER,STU_0016,PRELIMINARY_DEFENSE,S2025_WINTER_COM_07,25.0,4,2.5,20.0,10.0,Сүх.Ананд,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0196,PRELIMINARY_DEFENSE,S2026_SPRING_COM_09,25.0,3,2.5,20.666666666666668,10.0,Очир.Төгөлдөр,E-Commerce Systems,Online marketplace prototype for local businesses
S2025_WINTER,STU_0018,FINAL_DEFENSE,S2025_WINTER_COM_04,35.0,3,3.5,27.666666666666668,10.0,Дорж.Дөлгөөн,Computer Graphics,Interactive visualization tool for academic data
S2025_WINTER,STU_0017,PRELIMINARY_DEFENSE,S2025_WINTER_COM_06,25.0,4,2.5,20.375,10.0,Ням.Тэнүүн,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0122,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_01,20.0,3,2.0,13.0,10.0,Дорж.Тэмүүлэн,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0124,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,2.0,13.833333333333334,10.0,Дорж.Мөнх-Оргил,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0131,PRELIMINARY_DEFENSE,S2026_SPRING_COM_07,25.0,2,2.5,20.75,10.0,Буян.Саруул,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0127,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,2.5,22.0,10.0,Бат.Сод-Эрдэнэ,Cybersecurity,Access-control model for academic document systems
S2026_SPRING,STU_0131,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_07,20.0,3,2.0,16.0,10.0,Буян.Саруул,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0129,PRELIMINARY_DEFENSE,S2026_SPRING_COM_06,25.0,3,2.5,17.666666666666668,10.0,Дорж.Энхжин,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0134,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_02,20.0,4,2.0,15.625,10.0,Сүх.Эрдэнэсувд,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0134,PRELIMINARY_DEFENSE,S2026_SPRING_COM_02,25.0,4,2.5,20.375,10.0,Сүх.Эрдэнэсувд,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0048,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_06,20.0,3,2.0,15.5,10.0,Цогт.Тэмүүлэн,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0047,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,2.5,17.5,10.0,Сүх.Хүслэн,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0120,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,2.0,13.333333333333334,10.0,Дорж.Идэр,Web Systems,Role-based dashboard for university information systems
S2025_WINTER,STU_0018,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_04,20.0,3,2.0,14.333333333333334,10.0,Дорж.Дөлгөөн,Computer Graphics,Interactive visualization tool for academic data
S2026_SPRING,STU_0164,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,3.0,28.5,8.571428571428571,Очир.Дөлгөөн,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0192,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,3.0,27.833333333333332,8.571428571428571,Цогт.Ганзориг,Web Systems,Role-based dashboard for university information systems
S2026_SPRING,STU_0097,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,3.0,28.0,8.571428571428571,Жаргал.Ариунзаяа,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0099,FINAL_DEFENSE,S2026_SPRING_COM_02,35.0,5,3.0,26.4,8.571428571428571,Эрдэнэ.Эрдэнэсувд,Cybersecurity,Access-control model for academic document systems
S2026_SPRING,STU_0190,FINAL_DEFENSE,S2026_SPRING_COM_05,35.0,4,3.0,31.125,8.571428571428571,Бат.Мөнх-Оргил,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0103,FINAL_DEFENSE,S2026_SPRING_COM_05,35.0,4,3.0,29.875,8.571428571428571,Ням.Тэнүүн,Computer Graphics,Graphics-based simulation for learning environments
S2025_WINTER,STU_0021,FINAL_DEFENSE,S2025_WINTER_COM_03,35.0,4,3.0,27.25,8.571428571428571,Очир.Идэр,Education Technology,Digital rubric system for student assessment
S2026_SPRING,STU_0119,FINAL_DEFENSE,S2026_SPRING_COM_03,35.0,4,3.0,27.5,8.571428571428571,Бат.Хулан,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0197,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,3.0,30.166666666666668,8.571428571428571,Жаргал.Саруул,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0049,FINAL_DEFENSE,S2026_SPRING_COM_01,35.0,2,3.0,31.0,8.571428571428571,Эрдэнэ.Болор,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2026_SPRING,STU_0195,FINAL_DEFENSE,S2026_SPRING_COM_06,35.0,4,3.0,26.25,8.571428571428571,Сүх.Болор,Database Systems,Database design for thesis management workflows
S2025_WINTER,STU_0003,FINAL_DEFENSE,S2025_WINTER_COM_02,35.0,3,3.0,26.166666666666668,8.571428571428571,Төмөр.Бат-Эрдэнэ,Computer Graphics,Interactive visualization tool for academic data
S2025_WINTER,STU_0004,FINAL_DEFENSE,S2025_WINTER_COM_03,35.0,4,3.0,28.0,8.571428571428571,Сүх.Номин,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0204,FINAL_DEFENSE,S2026_SPRING_COM_02,35.0,5,3.0,31.1,8.571428571428571,Ням.Билгүүн,Cloud/Microservices,Microservice-based thesis evaluation platform
S2026_SPRING,STU_0147,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,3.0,26.75,8.571428571428571,Дорж.Ананд,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0081,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,3.0,30.125,8.571428571428571,Мөнх.Ганзориг,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0136,FINAL_DEFENSE,S2026_SPRING_COM_03,35.0,4,3.0,29.5,8.571428571428571,Сүх.Марал,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2025_WINTER,STU_0031,FINAL_DEFENSE,S2025_WINTER_COM_07,35.0,5,3.0,29.8,8.571428571428571,Төмөр.Энхжин,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0065,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,3.0,27.125,8.571428571428571,Бат.Ананд,E-Commerce Systems,Online marketplace prototype for local businesses
S2026_SPRING,STU_0151,FINAL_DEFENSE,S2026_SPRING_COM_05,35.0,4,3.0,30.875,8.571428571428571,Сайн.Мөнх-Оргил,Web Systems,Role-based dashboard for university information systems
S2026_SPRING,STU_0066,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,3.0,26.625,8.571428571428571,Цогт.Ариунзаяа,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0070,FINAL_DEFENSE,S2026_SPRING_COM_03,35.0,4,3.0,29.375,8.571428571428571,Болд.Билгүүн,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0063,FINAL_DEFENSE,S2026_SPRING_COM_02,35.0,5,3.0,27.2,8.571428571428571,Очир.Номин,Cloud/Microservices,Microservice-based thesis evaluation platform
S2026_SPRING,STU_0181,FINAL_DEFENSE,S2026_SPRING_COM_01,35.0,2,3.0,31.5,8.571428571428571,Ган.Билгүүн,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0187,FINAL_DEFENSE,S2026_SPRING_COM_06,35.0,4,3.0,29.0,8.571428571428571,Сайн.Тэмүүлэн,Cybersecurity,Access-control model for academic document systems
S2025_WINTER,STU_0028,FINAL_DEFENSE,S2025_WINTER_COM_03,35.0,4,3.0,25.875,8.571428571428571,Ган.Тэнүүн,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0178,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,3.0,30.0,8.571428571428571,Төмөр.Энхрий,AI/Data Analysis,Data analytics dashboard for academic evaluation
S2026_SPRING,STU_0182,FINAL_DEFENSE,S2026_SPRING_COM_06,35.0,4,3.0,29.75,8.571428571428571,Болд.Болор,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0179,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,3.0,27.666666666666668,8.571428571428571,Дорж.Номин,Education Technology,Digital rubric system for student assessment
S2025_WINTER,STU_0030,FINAL_DEFENSE,S2025_WINTER_COM_06,35.0,3,3.0,28.5,8.571428571428571,Эрдэнэ.Болор,Database Systems,Relational data model for defense score analysis
S2026_SPRING,STU_0047,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,3.0,27.0,8.571428571428571,Сүх.Хүслэн,Mobile Applications,Mobile application for campus service access
S2025_WINTER,STU_0008,PRELIMINARY_DEFENSE,S2025_WINTER_COM_04,25.0,3,2.0,21.5,8.0,Жаргал.Марал,Cloud/Microservices,Containerized service architecture for student systems
S2025_WINTER,STU_0013,PRELIMINARY_DEFENSE,S2025_WINTER_COM_04,25.0,3,2.0,19.166666666666668,8.0,Сүх.Билгүүн,Education Technology,Learning progress dashboard for undergraduate courses
S2025_WINTER,STU_0007,PRELIMINARY_DEFENSE,S2025_WINTER_COM_07,25.0,4,2.0,18.5,8.0,Жаргал.Тэнүүн,Database Systems,Database design for thesis management workflows
S2026_SPRING,STU_0219,PRELIMINARY_DEFENSE,S2026_SPRING_COM_04,25.0,3,2.0,17.666666666666668,8.0,Сайн.Төгөлдөр,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0209,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,2.0,18.875,8.0,Төмөр.Марал,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2026_SPRING,STU_0212,PRELIMINARY_DEFENSE,S2026_SPRING_COM_04,25.0,3,2.0,19.666666666666668,8.0,Мөнх.Энхжин,Web Systems,Web-based academic workflow management system
S2026_SPRING,STU_0213,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,2.0,17.0,8.0,Төмөр.Төгөлдөр,Cybersecurity,Access-control model for academic document systems
S2026_SPRING,STU_0208,PRELIMINARY_DEFENSE,S2026_SPRING_COM_06,25.0,3,2.0,18.5,8.0,Буян.Номин,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0203,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,2.0,19.0,8.0,Очир.Болор,Education Technology,Learning progress dashboard for undergraduate courses
S2025_WINTER,STU_0025,PRELIMINARY_DEFENSE,S2025_WINTER_COM_05,25.0,4,2.0,19.75,8.0,Алтан.Төгөлдөр,Cybersecurity,Access-control model for academic document systems
S2026_SPRING,STU_0218,PRELIMINARY_DEFENSE,S2026_SPRING_COM_01,25.0,3,2.0,22.0,8.0,Буян.Наран,Education Technology,Digital rubric system for student assessment
S2025_WINTER,STU_0002,PRELIMINARY_DEFENSE,S2025_WINTER_COM_02,25.0,4,2.0,19.5,8.0,Алтан.Хүслэн,Web Systems,Role-based dashboard for university information systems
S2026_SPRING,STU_0215,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,2.0,20.25,8.0,Ням.Хулан,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0152,PRELIMINARY_DEFENSE,S2026_SPRING_COM_02,25.0,4,2.0,19.875,8.0,Болд.Наран,Database Systems,Database design for thesis management workflows
S2026_SPRING,STU_0070,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,2.0,19.875,8.0,Болд.Билгүүн,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0178,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,2.0,21.0,8.0,Төмөр.Энхрий,AI/Data Analysis,Data analytics dashboard for academic evaluation
S2026_SPRING,STU_0181,PRELIMINARY_DEFENSE,S2026_SPRING_COM_01,25.0,3,2.0,20.833333333333332,8.0,Ган.Билгүүн,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0185,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,2.0,20.25,8.0,Очир.Билгүүн,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0186,PRELIMINARY_DEFENSE,S2026_SPRING_COM_09,25.0,3,2.0,20.5,8.0,Алтан.Эрдэнэсувд,Database Systems,Database design for thesis management workflows
S2026_SPRING,STU_0138,PRELIMINARY_DEFENSE,S2026_SPRING_COM_07,25.0,2,2.0,17.5,8.0,Ням.Дөлгөөн,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0142,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,2.0,19.875,8.0,Цогт.Тэнүүн,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0147,PRELIMINARY_DEFENSE,S2026_SPRING_COM_09,25.0,3,2.0,19.5,8.0,Дорж.Ананд,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0078,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,2.0,21.0,8.0,Болд.Оюун,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0064,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,2.0,19.5,8.0,Буян.Саруул,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2026_SPRING,STU_0158,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,2.0,18.5,8.0,Болд.Дөлгөөн,Cybersecurity,Access-control model for academic document systems
S2026_SPRING,STU_0054,PRELIMINARY_DEFENSE,S2026_SPRING_COM_01,25.0,3,2.0,21.166666666666668,8.0,Цогт.Төгөлдөр,AI/Data Analysis,Data analytics dashboard for academic evaluation
S2026_SPRING,STU_0053,PRELIMINARY_DEFENSE,S2026_SPRING_COM_04,25.0,3,2.0,18.5,8.0,Сүх.Билгүүн,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0062,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,2.0,20.125,8.0,Жаргал.Эрдэнэсувд,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0128,PRELIMINARY_DEFENSE,S2026_SPRING_COM_01,25.0,3,2.0,16.833333333333332,8.0,Очир.Тэмүүлэн,IoT/Embedded Systems,Embedded attendance tracking prototype
S2025_WINTER,STU_0041,PRELIMINARY_DEFENSE,S2025_WINTER_COM_03,25.0,4,2.0,18.75,8.0,Ням.Эрдэнэсувд,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0124,PRELIMINARY_DEFENSE,S2026_SPRING_COM_09,25.0,3,2.0,17.333333333333332,8.0,Дорж.Мөнх-Оргил,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0193,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,2.0,21.625,8.0,Эрдэнэ.Тэнүүн,Database Systems,Relational data model for defense score analysis
S2025_WINTER,STU_0015,PRELIMINARY_DEFENSE,S2025_WINTER_COM_06,25.0,4,2.0,19.625,8.0,Ням.Идэр,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2025_WINTER,STU_0026,PRELIMINARY_DEFENSE,S2025_WINTER_COM_01,25.0,3,2.0,19.666666666666668,8.0,Төмөр.Номин,E-Commerce Systems,Shopping cart and order tracking system
S2025_WINTER,STU_0022,PRELIMINARY_DEFENSE,S2025_WINTER_COM_01,25.0,3,2.0,17.833333333333332,8.0,Буян.Марал,E-Commerce Systems,Shopping cart and order tracking system
